Название опоры;Вес, кг;Источник
ОПП2-150.325;9,19;opory.vgs2000 ОСТ 36-94-83
ОПП2-150.377;8,79;opory.vgs2000 ОСТ 36-94-83
ОПП2-150.426;8,62;opory.vgs2000 ОСТ 36-94-83
ОПП2-150.480;12,63;opory.vgs2000 ОСТ 36-94-83
ОПП2-150.530;12,72;opory.vgs2000 ОСТ 36-94-83
ОПП2-150.630;17,67;opory.vgs2000 ОСТ 36-94-83
ОПП2-150.720;15,14;opory.vgs2000 ОСТ 36-94-83
ОПП2-150.820;14,71;opory.vgs2000 ОСТ 36-94-83
ОПП2-150.920;14,51;opory.vgs2000 ОСТ 36-94-83
ОПП2-150.1020;18,23;opory.vgs2000 ОСТ 36-94-83
ОПП2-150.1220;22,44;opory.vgs2000 ОСТ 36-94-83
ОПП2-150.1420;21,77;opory.vgs2000 ОСТ 36-94-83
ОПП3-100.57;2,48;ОСТ 36-94-83 ОПП3
ОПП3-100.76;2,33;ОСТ 36-94-83 ОПП3
ОПП3-100.108;3,0;ОСТ 36-94-83 ОПП3
ОПП3-100.219;6,27;ОСТ 36-94-83 ОПП3
ОПП3-100.530;21,25;ОСТ 36-94-83 ОПП3
ОПП3-150.57;3,36;ОСТ 36-94-83 ОПП3
ОПП3-150.76;3,25;ОСТ 36-94-83 ОПП3
ОПП3-150.108;4,2;ОСТ 36-94-83 ОПП3
ОПП3-150.219;7,83;ОСТ 36-94-83 ОПП3
ОПП3-150.530;25,45;ОСТ 36-94-83 ОПП3
ОПХ1-70.18;0,78;ГОСТ 14911-82 ОПХ1
ОПХ1-70.48;1,12;ГОСТ 14911-82 ОПХ1
ОПХ1-100.18;0,78;ГОСТ 14911-82 ОПХ1
ОПХ1-100.48;1,12;ГОСТ 14911-82 ОПХ1
ОПХ3-100.57;3,5;ГОСТ 14911-82 ОПХ3
ОПХ3-100.630;65,1;ГОСТ 14911-82 ОПХ3
ОПХ3-150.57;4,4;ГОСТ 14911-82 ОПХ3
ОПХ3-150.630;71,2;ГОСТ 14911-82 ОПХ3
ОПБ1-18;0,03;ГОСТ 14911-82 ОПБ1
ОПБ1-32;0,03;ГОСТ 14911-82 ОПБ1
ОПБ1-48;0,02;ГОСТ 14911-82 ОПБ1
ОПБ1-57;0,06;ГОСТ 14911-82 ОПБ1
ОПБ1-76;0,05;ГОСТ 14911-82 ОПБ1
ОПБ1-89;0,12;ГОСТ 14911-82 ОПБ1
ОПБ1-108;0,13;ГОСТ 14911-82 ОПБ1
ОПБ1-133;0,39;ГОСТ 14911-82 ОПБ1
ОПБ1-159;0,38;ГОСТ 14911-82 ОПБ1
ОПБ1-194;0,37;ГОСТ 14911-82 ОПБ1
ОПБ1-219;0,37;ГОСТ 14911-82 ОПБ1
ОПБ1-273;1,02;ГОСТ 14911-82 ОПБ1
ОПБ1-325;1,0;ГОСТ 14911-82 ОПБ1
ОПБ1-426;1,6;ГОСТ 14911-82 ОПБ1
ОПБ1-530;1,9;ГОСТ 14911-82 ОПБ1
ОПБ2-18;0,15;ГОСТ 14911-82 ОПБ2
ОПБ2-32;0,19;ГОСТ 14911-82 ОПБ2
ОПБ2-57;0,32;ГОСТ 14911-82 ОПБ2
ОПБ2-76;0,46;ГОСТ 14911-82 ОПБ2
ОПБ2-89;0,48;ГОСТ 14911-82 ОПБ2
ОПБ2-108;0,56;ГОСТ 14911-82 ОПБ2
ОПБ2-114;0,85;ГОСТ 14911-82 ОПБ2 (между 108 и 133)
Опора ОПБ2-114-ст.09Г2С;0,85;tpoavers ОПБ2 ГОСТ 14911-82
ОПБ2-133;1,21;ГОСТ 14911-82 ОПБ2
ОПБ2-159;1,32;ГОСТ 14911-82 ОПБ2
ОПБ2-219;1,8;ГОСТ 14911-82 ОПБ2
ОПБ2-273;2,15;ГОСТ 14911-82 ОПБ2
ОПБ2-325;3,82;ГОСТ 14911-82 ОПБ2
ОПБ2-426;6,65;ГОСТ 14911-82 ОПБ2
ОПБ2-530;8,46;ГОСТ 14911-82 ОПБ2
 
