Название опоры;Вес, кг;Источник
57-ТР-А1;1,4;rus-line ОСТ 36-146-88 ТР
89-ТР-А1;1,9;rus-line ОСТ 36-146-88 ТР
108-ТР-А1;1,9;rus-line ОСТ 36-146-88 ТР
159-ТР-А1;3,2;rus-line ОСТ 36-146-88 ТР
32-ТП-АС00;0,6;rus-line ОСТ 36-146-88 ТП
89-ТО-А1;2,2;rus-line ОСТ 36-146-88 ТО
108-ТО-А1;2,3;rus-line ОСТ 36-146-88 ТО
219-ТО-А1;10,3;rus-line ОСТ 36-146-88 ТО
