Название опоры;Вес, кг;Источник
Тяга резьбовая 41 ОСТ 24.125.107-01;1,95;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 42 ОСТ 24.125.107-01;2,49;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 43 ОСТ 24.125.107-01;2,84;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 44 ОСТ 24.125.107-01;3,55;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 45 ОСТ 24.125.107-01;3,91;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 46 ОСТ 24.125.107-01;4,79;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 47 ОСТ 24.125.107-01;1,39;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 48 ОСТ 24.125.107-01;2,78;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 49 ОСТ 24.125.107-01;3,34;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 50 ОСТ 24.125.107-01;4,45;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 51 ОСТ 24.125.107-01;5,00;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 52 ОСТ 24.125.107-01;5,56;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 53 ОСТ 24.125.107-01;6,12;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 54 ОСТ 24.125.107-01;7,23;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 55 ОСТ 24.125.107-01;2,50;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 56 ОСТ 24.125.107-01;4,00;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 57 ОСТ 24.125.107-01;6,40;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 58 ОСТ 24.125.107-01;8,00;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 59 ОСТ 24.125.107-01;16,00;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 60 ОСТ 24.125.107-01;3,70;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 61 ОСТ 24.125.107-01;6,20;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 62 ОСТ 24.125.107-01;10,87;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 63 ОСТ 24.125.107-01;21,80;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 64 ОСТ 24.125.107-01;14,30;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 65 ОСТ 24.125.107-01;28,40;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 66 ОСТ 24.125.107-01;0,36;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 67 ОСТ 24.125.107-01;0,63;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 68 ОСТ 24.125.107-01;0,99;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 69 ОСТ 24.125.107-01;1,42;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 70 ОСТ 24.125.107-01;2,00;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 71 ОСТ 24.125.107-01;4,00;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 72 ОСТ 24.125.107-01;5,45;opora-trub.ru ОСТ 24.125.107-01
Тяга резьбовая 73 ОСТ 24.125.107-01;7,10;opora-trub.ru ОСТ 24.125.107-01
