Название опоры;Вес, кг;Источник
478К-76;34,6;Промнефтегаз ОСТ 34-10-616-93
478У-77;39,2;Промнефтегаз ОСТ 34-10-616-93
478К-78;39,2;Промнефтегаз ОСТ 34-10-616-93
530У-79;22,6;Промнефтегаз ОСТ 34-10-616-93
530К-80;22,6;Промнефтегаз ОСТ 34-10-616-93
530У-81;26,3;Промнефтегаз ОСТ 34-10-616-93
530К-82;26,3;Промнефтегаз ОСТ 34-10-616-93
530У-83;39,0;Промнефтегаз ОСТ 34-10-616-93
530К-84;39,0;Промнефтегаз ОСТ 34-10-616-93
530У-85;44,0;Промнефтегаз ОСТ 34-10-616-93
530К-86;44,0;Промнефтегаз ОСТ 34-10-616-93
630У-87;26,5;Промнефтегаз ОСТ 34-10-616-93
630К-88;26,5;Промнефтегаз ОСТ 34-10-616-93
630У-89;31,8;Промнефтегаз ОСТ 34-10-616-93
630К-90;31,8;Промнефтегаз ОСТ 34-10-616-93
630У-91;58,0;Промнефтегаз ОСТ 34-10-616-93
630К-92;58,0;Промнефтегаз ОСТ 34-10-616-93
630У-93;58,6;Промнефтегаз ОСТ 34-10-616-93
630К-94;58,6;Промнефтегаз ОСТ 34-10-616-93
720У-95;46,7;Промнефтегаз ОСТ 34-10-616-93
720К-96;46,7;Промнефтегаз ОСТ 34-10-616-93
720У-97;52,3;Промнефтегаз ОСТ 34-10-616-93
720К-98;52,3;Промнефтегаз ОСТ 34-10-616-93
720У-99;78,0;Промнефтегаз ОСТ 34-10-616-93
720К-100;78,0;Промнефтегаз ОСТ 34-10-616-93
720У-101;85,0;Промнефтегаз ОСТ 34-10-616-93
720К-102;85,0;Промнефтегаз ОСТ 34-10-616-93
820У-103;44,4;Промнефтегаз ОСТ 34-10-616-93
820К-104;44,4;Промнефтегаз ОСТ 34-10-616-93
820У-105;50,0;Промнефтегаз ОСТ 34-10-616-93
820К-106;50,0;Промнефтегаз ОСТ 34-10-616-93
820У-107;73,0;Промнефтегаз ОСТ 34-10-616-93
820К-108;73,0;Промнефтегаз ОСТ 34-10-616-93
820У-109;80,0;Промнефтегаз ОСТ 34-10-616-93
820К-110;80,0;Промнефтегаз ОСТ 34-10-616-93
920У-111;64,6;Промнефтегаз ОСТ 34-10-616-93
920К-112;64,6;Промнефтегаз ОСТ 34-10-616-93
920У-113;72,3;Промнефтегаз ОСТ 34-10-616-93
920К-114;72,3;Промнефтегаз ОСТ 34-10-616-93
920У-115;122,0;Промнефтегаз ОСТ 34-10-616-93
920К-116;122,0;Промнефтегаз ОСТ 34-10-616-93
920У-117;132,0;Промнефтегаз ОСТ 34-10-616-93
920К-118;132,0;Промнефтегаз ОСТ 34-10-616-93
1020У-119;52,5;Промнефтегаз ОСТ 34-10-616-93
1020К-120;52,5;Промнефтегаз ОСТ 34-10-616-93
1020У-121;70,1;Промнефтегаз ОСТ 34-10-616-93
1020К-122;70,1;Промнефтегаз ОСТ 34-10-616-93
1020У-123;117,0;Промнефтегаз ОСТ 34-10-616-93
1020К-124;117,0;Промнефтегаз ОСТ 34-10-616-93
1020У-125;127,0;Промнефтегаз ОСТ 34-10-616-93
1020К-126;127,0;Промнефтегаз ОСТ 34-10-616-93
1220У-127;88,4;Промнефтегаз ОСТ 34-10-616-93
1220К-128;88,4;Промнефтегаз ОСТ 34-10-616-93
1220У-129;97,6;Промнефтегаз ОСТ 34-10-616-93
1220К-130;97,6;Промнефтегаз ОСТ 34-10-616-93
1220У-131;152,0;Промнефтегаз ОСТ 34-10-616-93
1220К-132;152,0;Промнефтегаз ОСТ 34-10-616-93
1220У-133;164,0;Промнефтегаз ОСТ 34-10-616-93
1220К-134;164,0;Промнефтегаз ОСТ 34-10-616-93
1420У-135;85,7;Промнефтегаз ОСТ 34-10-616-93
1420К-136;85,7;Промнефтегаз ОСТ 34-10-616-93
1420У-137;96,0;Промнефтегаз ОСТ 34-10-616-93
1420К-138;96,0;Промнефтегаз ОСТ 34-10-616-93
1420У-139;158,0;Промнефтегаз ОСТ 34-10-616-93
1420К-140;158,0;Промнефтегаз ОСТ 34-10-616-93
1420У-141;171,0;Промнефтегаз ОСТ 34-10-616-93
1420К-142;171,0;Промнефтегаз ОСТ 34-10-616-93
1620У-143;116,0;Промнефтегаз ОСТ 34-10-616-93
1620К-144;116,0;Промнефтегаз ОСТ 34-10-616-93
1620У-145;127,0;Промнефтегаз ОСТ 34-10-616-93
1620К-146;127,0;Промнефтегаз ОСТ 34-10-616-93
1620У-147;211,0;Промнефтегаз ОСТ 34-10-616-93
1620К-148;211,0;Промнефтегаз ОСТ 34-10-616-93
1620У-149;228,0;Промнефтегаз ОСТ 34-10-616-93
1620К-150;228,0;Промнефтегаз ОСТ 34-10-616-93
Опора 273 У 43 ОСТ 34-10-616;7,8;то же 273У-43
Опора 273 У 43 ОСТ 34-10-616;7,8;Промнефтегаз ОСТ 34-10-616
Опора 426 У 67 ОСТ 34-10-616;36,0;то же 426У-67
Опора 426 У 67 ОСТ 34-10-616;36,0;Промнефтегаз ОСТ 34-10-616
