Название опоры;Вес, кг;Источник
313.ТС-008.011(313.ТС-008.011), 100/200;7,2;opora-trub.ru 313.ТС-008.011
313.ТС-008.011(313.ТС-008.011), 125/225;7,4;opora-trub.ru 313.ТС-008.011
313.ТС-008.011(313.ТС-008.011), 150/250;7,0;opora-trub.ru 313.ТС-008.011
313.ТС-008.011(313.ТС-008.011), 200/315;12,8;opora-trub.ru 313.ТС-008.011
313.ТС-008.011(313.ТС-008.011), 250/400;12,9;opora-trub.ru 313.ТС-008.011
