Название опоры;Вес, кг;Источник
Тяга с серьгой сборный  04 ОСТ 108.632.02-80;4;opora-trub.ru ОСТ 108.632.02-80
Тяга с серьгой сборный  04 ОСТ 108.632.02-80;4;ОСТ 108.632.02-80 каталог масс
04;4;ОСТ 108.632.02-80 тяга с серьгой
