Название опоры;Вес, кг;Источник
57 ТС-625.000-03;1,77;dvimet/eltekospb серия 5.903-13 ТС-625
38 ТС-625.000-01;1;серия 5.903-13 вып. 8-95 ТС-625
25 ТС-625.000-00;0,85;серия 5.903-13 ТС-625 (оценка по аналогу 38 мм)
ТС-625.000-03;1,77;ТС-625 Дн 57
ТС-625.000-01;1;ТС-625 Дн 38
ТС-625.000-00;0,85;ТС-625 Дн 25
