Название опоры;Вес, кг;Источник
Плита 01 ОСТ 24.125.157-01;3,93;opora-trub.ru ОСТ 24.125.157-01
Плита 02 ОСТ 24.125.157-01;4,33;opora-trub.ru ОСТ 24.125.157-01
Плита 03 ОСТ 24.125.157-01;4,93;opora-trub.ru ОСТ 24.125.157-01
Плита 04 ОСТ 24.125.157-01;8,14;opora-trub.ru ОСТ 24.125.157-01
Плита 05 ОСТ 24.125.157-01;12,95;opora-trub.ru ОСТ 24.125.157-01
Плита 06 ОСТ 24.125.157-01;14,95;opora-trub.ru ОСТ 24.125.157-01
Плита 07 ОСТ 24.125.157-01;27,01;opora-trub.ru ОСТ 24.125.157-01
Плита 08 ОСТ 24.125.157-01;28,96;opora-trub.ru ОСТ 24.125.157-01
Плита 09 ОСТ 24.125.157-01;32,46;opora-trub.ru ОСТ 24.125.157-01
Плита 10 ОСТ 24.125.157-01;12,78;opora-trub.ru ОСТ 24.125.157-01
Плита 11 ОСТ 24.125.157-01;14,28;opora-trub.ru ОСТ 24.125.157-01
Плита 12 ОСТ 24.125.157-01;20,20;opora-trub.ru ОСТ 24.125.157-01
Плита 13 ОСТ 24.125.157-01;22,90;opora-trub.ru ОСТ 24.125.157-01
Плита 14 ОСТ 24.125.157-01;26,10;opora-trub.ru ОСТ 24.125.157-01
Плита 15 ОСТ 24.125.157-01;31,00;opora-trub.ru ОСТ 24.125.157-01
Плита 16 ОСТ 24.125.157-01;36,10;opora-trub.ru ОСТ 24.125.157-01
