Название опоры;Вес, кг;Источник
273 ТС-624.000-033 сер 5.903-13;6;серия 5.903-13 вып. 8-95 ТС-624
426 ТС-624.000-042 сер 5.903-13;11;серия 5.903-13 вып. 8-95 ТС-624
426 ТС-624.000-044 сер 5.903-13;13;серия 5.903-13 вып. 8-95 ТС-624
530 ТС-624.000-049 сер 5.903-13;18;серия 5.903-13 вып. 8-95 ТС-624
ТС-624.000-033;6;ТС-624 Дн 273
ТС-624.000-042;11;ТС-624 Дн 426
ТС-624.000-044;13;ТС-624 Дн 426
ТС-624.000-049;18;ТС-624 Дн 530
