Название опоры;Вес, кг;Источник
159-КП-А11;1,5;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru, pipes-ppu.ru
159-КП-А12;3;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
159-КП-А22;4,1;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
219-КП-А11;2,7;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
219-КП-А12;6,1;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
219-КП-А22;7,3;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
273-КП-А11;2,6;zavodopora ОСТ 36-146-88 КП А11/АС11
273-КП-А12;7,1;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
273-КП-А22;9;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
325-КП-А11;3,3;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru, zavod-upr.ru
325-КП-А12;6,9;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
325-КП-А22;8,1;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
377-КП-А11;3,2;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru, zavod-upr.ru
377-КП-А12;6,7;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
377-КП-А21;4,1;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
377-КП-А22;8,6;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
426-КП-А11;4,6;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru, zavod-pzm.ru
426-КП-А12;9,8;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
426-КП-А22;12,5;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
530-КП-А11;6,3;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
530-КП-А12;13,7;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
530-КП-А22;17,1;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
630-КП-А12;13,3;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
630-КП-А22;16,6;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
726-КП-А12;17;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
726-КП-А22;21,3;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
1020-КП-А12;27,6;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
1020-КП-А22;33,3;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
1220-КП-А12;26,8;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
1220-КП-А22;32,5;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
1420-КП-А12;32,5;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
1420-КП-А22;39,6;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
377-ТО-А1;34,4;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
377-ТО-А2;37,4;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
426-ТО-А1;35,9;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
426-ТО-А2;38,9;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
530-ТО-А1;47,3;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
530-ТО-А2;50,9;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
630-ТО-А1;86,8;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
630-ТО-А2;92,7;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
325-ТО-А1;20,1;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
325-ТО-А2;22;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
57-ТО-А1;1,2;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
57-ТО-А2;1,4;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
76-ТО-А1;1,5;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
76-ТО-А2;1,8;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
89-ТО-А1;2,2;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
89-ТО-А2;2,6;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
108-ТО-А;2,6;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
108-ТО-А1;2,3;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
108-ТО-А2;2,6;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru, npm74.ru
Опора 108- ТО- А2- ст. 12Х18Н10Т / AISI 321 ОСТ 36-146-88;2,6;то же 108-ТО-А2
133-ТО-А1;4,2;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
133-ТО-А2;4,8;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
159-ТО-А1;4,3;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
159-ТО-А2;4,9;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
219-ТО-А1;10,3;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
219-ТО-А2;11,6;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
273-ТО-А1;11,5;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
273-ТО-А2;12,8;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
89-ТХ-А11;2,8;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
133-ТХ-Б12;8,7;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
133-ТХ-БС12;8,5;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
133-ТХ-Б22;11,7;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
133-ТХ-БС22;9,7;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
159-ТХ-Б12;9,3;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
159-ТХ-БС12;9,1;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
159-ТХ-Б22;12,3;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
159-ТХ-БС22;10,3;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
426-ТР-Б2;10,5;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
530-ТР-А1;34,1;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
530-ТР-А2;37,7;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
530-ТР-Б1;9,1;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
530-ТР-Б2;12,8;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
630-ТР-А1;60,4;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
630-ТР-А2;66,3;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
630-ТР-Б1;16,7;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
630-ТР-Б2;22,6;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
1020-ВП-Б2;38,4;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
1220-ВП-А1;32,4;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
1220-ВП-А2;54;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
1220-ВП-Б1;37,6;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
1220-ВП-Б2;59,4;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
1420-ВП-А1;32,4;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
1420-ВП-А2;54;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
1420-ВП-Б1;37,6;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
1420-ВП-Б2;59,4;ДЕТАЛЬНЕФТЕХИМ detalneftehim.ru
Опора 18 ТХ-АС10 ст.12Х18Н10Т ОСТ 36-146-88;1,1;каталоги ТХ-АС10 Дн 18-45
Опора 25 ХБ-А ст.12Х18Н10Т ОСТ 36-146-88;0,1;ДЕТАЛЬНЕФТЕХИМ 25-ХБ-А
Опора 25 ХБ-Г ст.12Х18Н10Т ОСТ 36-146-88;0,14;ДЕТАЛЬНЕФТЕХИМ 25-ХБ-Г
Опора 32 ТХ-АС10 ст.12Х18Н10Т ОСТ 36-146-88;1,1;каталоги ТХ-АС10
Опора 32 ХБ-А 12Х18Н10Т ОСТ 36-146-88;0,1;ДЕТАЛЬНЕФТЕХИМ 32-ХБ-А
Опора 45 ТХ-АС10 ст.12Х18Н10Т ОСТ 36-146-88;1,1;каталоги ТХ-АС10
45 -ТХ-АС10 ОСТ 36-146-88;1,1;каталоги ТХ-АС10
45 -ТХ-АС10 ОСТ 36-146-88;1,1;detalneftehim.ru ОСТ 36-146-88 ТХ-АС10
Опора 45 ХБ-А ст.12Х18Н10Т ОСТ 36-146-88;0,2;ДЕТАЛЬНЕФТЕХИМ 45-ХБ-А
Опора 57 КХ-А11 ст.12Х18Н10Т ОСТ 36-146-88;2,1;аналог 57-КХ-А11
Опора 57 ТО-А1 ст.12Х18Н10Т ОСТ 36-146-88;1,2;каталоги ТО-А1 Дн 57
Опора 57 ХБ-А ст.12Х18Н10Т ОСТ 36-146-88;0,3;ДЕТАЛЬНЕФТЕХИМ 57-ХБ-А
Опора 89 КХ-А11 ст.12Х18Н10Т ОСТ 36-146-88;2,2;аналог 89-КХ-А11
Опора 89 ХБ-А ст.12Х18Н10Т ОСТ 36-146-88;0,4;ДЕТАЛЬНЕФТЕХИМ 89-ХБ-А
Опора 108 КХ-А11 ст.12Х18Н10Т ОСТ 36-146-88;5,4;ДЕТАЛЬНЕФТЕХИМ 108-КХ-А11
Опора 159 КХ-А11 ст.12Х18Н10Т ОСТ 36-146-88;6,9;аналог 159-КХ-А11
Опора 159 ХБ-А ст.12Х18Н10Т ОСТ 36-146-88;1,8;ДЕТАЛЬНЕФТЕХИМ 159-ХБ-А
Опора 325 КХ-АС11 ст.12Х18Н10Т ОСТ 36-146-88;17,4;ДЕТАЛЬНЕФТЕХИМ 325-КХ-А11/АС11
Опора 530 КХ-АС11 ст.12Х18Н10Т ОСТ 36-146-88;36,5;ДЕТАЛЬНЕФТЕХИМ 530-КХ-А11/АС11
25-ТП-АС00;0,6;Теплоэнергопласт ОСТ 36-146-88 ТП
32-ТП-АС00;0,6;Теплоэнергопласт ОСТ 36-146-88 ТП
32-ТП-АС00;0,6;rus-line ОСТ 36-146-88 ТП
45-ТП-АС10;0,7;Теплоэнергопласт ОСТ 36-146-88 ТП
57-ТП-А11;1,8;Теплоэнергопласт ОСТ 36-146-88 ТП
76-ТП-А11;1,8;Теплоэнергопласт ОСТ 36-146-88 ТП
89-ТП-А11;1,8;Теплоэнергопласт ОСТ 36-146-88 ТП
57-ТП-А12;3,6;Теплоэнергопласт ОСТ 36-146-88 ТП
89-ТП-А12;3,6;Теплоэнергопласт ОСТ 36-146-88 ТП
108-ТП-Б12;4;Теплоэнергопласт ОСТ 36-146-88 ТП
133-ТП-Б12;4;Теплоэнергопласт ОСТ 36-146-88 ТП
159-ТП-Б12;4;Теплоэнергопласт ОСТ 36-146-88 ТП
57-ШП-А1;0,5;Теплоэнергопласт ОСТ 36-146-88 ШП
76-ШП-А1;0,5;Теплоэнергопласт ОСТ 36-146-88 ШП
89-ШП-А1;0,7;Теплоэнергопласт ОСТ 36-146-88 ШП
108-ШП-А1;0,7;Теплоэнергопласт ОСТ 36-146-88 ШП
133-ШП-А1;0,9;Теплоэнергопласт ОСТ 36-146-88 ШП
159-ШП-А1;0,9;Теплоэнергопласт ОСТ 36-146-88 ШП
219-ШП-А1;1,6;Теплоэнергопласт ОСТ 36-146-88 ШП
273-ШП-А1;2,1;Теплоэнергопласт ОСТ 36-146-88 ШП
325-ШП-А1;2,1;Теплоэнергопласт ОСТ 36-146-88 ШП
377-ШП-А1;2,8;Теплоэнергопласт ОСТ 36-146-88 ШП
426-ШП-А1;2,8;Теплоэнергопласт ОСТ 36-146-88 ШП
530-ШП-А1;7,4;Теплоэнергопласт ОСТ 36-146-88 ШП
630-ШП-А1;7,4;Теплоэнергопласт ОСТ 36-146-88 ШП
820-ШП-А1;12,7;Теплоэнергопласт ОСТ 36-146-88 ШП
1020-УП-А;25;Теплоэнергопласт ОСТ 36-146-88 УП
1020-УП-Б;34,7;Теплоэнергопласт ОСТ 36-146-88 УП
1220-УП-А;35,3;Теплоэнергопласт ОСТ 36-146-88 УП
1220-УП-Б;44,8;Теплоэнергопласт ОСТ 36-146-88 УП
1420-УП-А;38,9;Теплоэнергопласт ОСТ 36-146-88 УП
1420-УП-Б;50,7;Теплоэнергопласт ОСТ 36-146-88 УП
57-ТР-А1;1,4;Теплоэнергопласт ОСТ 36-146-88 ТР
57-ТР-А2;1,6;Теплоэнергопласт ОСТ 36-146-88 ТР
76-ТР-А1;1,4;Теплоэнергопласт ОСТ 36-146-88 ТР
76-ТР-А2;1,6;Теплоэнергопласт ОСТ 36-146-88 ТР
89-ТР-А1;1,9;Теплоэнергопласт ОСТ 36-146-88 ТР
89-ТР-А2;2,2;Теплоэнергопласт ОСТ 36-146-88 ТР
108-ТР-А1;1,9;Теплоэнергопласт ОСТ 36-146-88 ТР
108-ТР-А2;2,2;Теплоэнергопласт ОСТ 36-146-88 ТР
133-ТР-А1;3,2;Теплоэнергопласт ОСТ 36-146-88 ТР
133-ТР-А2;3,8;Теплоэнергопласт ОСТ 36-146-88 ТР
159-ТР-А1;3,2;Теплоэнергопласт ОСТ 36-146-88 ТР
159-ТР-А2;3,8;Теплоэнергопласт ОСТ 36-146-88 ТР
219-ТР-А1;7;Теплоэнергопласт ОСТ 36-146-88 ТР
219-ТР-А2;8,8;Теплоэнергопласт ОСТ 36-146-88 ТР
273-ТР-А1;7;Теплоэнергопласт ОСТ 36-146-88 ТР
273-ТР-А2;8,8;Теплоэнергопласт ОСТ 36-146-88 ТР
325-ТР-А1;12,9;Теплоэнергопласт ОСТ 36-146-88 ТР
325-ТР-А2;14,7;Теплоэнергопласт ОСТ 36-146-88 ТР
377-ТР-А1;20,2;Теплоэнергопласт ОСТ 36-146-88 ТР
377-ТР-А2;23,2;Теплоэнергопласт ОСТ 36-146-88 ТР
426-ТР-А1;20,2;Теплоэнергопласт ОСТ 36-146-88 ТР
426-ТР-А2;23,2;Теплоэнергопласт ОСТ 36-146-88 ТР
426-ТР-Б1;7,5;Теплоэнергопласт ОСТ 36-146-88 ТР
57-ТР-Б1;0,5;Теплоэнергопласт ОСТ 36-146-88 ТР
57-ТР-Б2;0,7;Теплоэнергопласт ОСТ 36-146-88 ТР
76-ТР-Б1;0,5;Теплоэнергопласт ОСТ 36-146-88 ТР
76-ТР-Б2;0,7;Теплоэнергопласт ОСТ 36-146-88 ТР
89-ТР-Б1;0,7;Теплоэнергопласт ОСТ 36-146-88 ТР
89-ТР-Б2;1;Теплоэнергопласт ОСТ 36-146-88 ТР
108-ТР-Б1;0,7;Теплоэнергопласт ОСТ 36-146-88 ТР
108-ТР-Б2;1;Теплоэнергопласт ОСТ 36-146-88 ТР
133-ТР-Б1;1,3;Теплоэнергопласт ОСТ 36-146-88 ТР
133-ТР-Б2;1,9;Теплоэнергопласт ОСТ 36-146-88 ТР
159-ТР-Б1;1,3;Теплоэнергопласт ОСТ 36-146-88 ТР
159-ТР-Б2;1,9;Теплоэнергопласт ОСТ 36-146-88 ТР
219-ТР-Б1;3;Теплоэнергопласт ОСТ 36-146-88 ТР
219-ТР-Б2;4,3;Теплоэнергопласт ОСТ 36-146-88 ТР
273-ТР-Б1;3;Теплоэнергопласт ОСТ 36-146-88 ТР
273-ТР-Б2;4,3;Теплоэнергопласт ОСТ 36-146-88 ТР
325-ТР-Б1;4,3;Теплоэнергопласт ОСТ 36-146-88 ТР
325-ТР-Б2;6,1;Теплоэнергопласт ОСТ 36-146-88 ТР
377-ТР-Б1;7,5;Теплоэнергопласт ОСТ 36-146-88 ТР
377-ТР-Б2;10,5;Теплоэнергопласт ОСТ 36-146-88 ТР
57-ВП-А1;0,4;Теплоэнергопласт ОСТ 36-146-88 ВП
57-ВП-АС2;1,2;zavodopora ОСТ 36-146-88 ВП АС1/АС2
76-ВП-АС2;1,2;zavodopora ОСТ 36-146-88 ВП АС1/АС2
89-ВП-А1;0,4;Теплоэнергопласт ОСТ 36-146-88 ВП
89-ВП-АС2;1,2;zavodopora ОСТ 36-146-88 ВП АС1/АС2
108-ВП-А1;0,9;Теплоэнергопласт ОСТ 36-146-88 ВП
108-ВП-АС2;4,4;zavodopora ОСТ 36-146-88 ВП АС1/АС2
159-ВП-А1;0,9;Теплоэнергопласт ОСТ 36-146-88 ВП
159-ВП-АС2;4,4;zavodopora ОСТ 36-146-88 ВП АС1/АС2
219-ВП-А1;0,9;Теплоэнергопласт ОСТ 36-146-88 ВП
219-ВП-Б1;1,7;Теплоэнергопласт ОСТ 36-146-88 ВП
273-ВП-А1;3,4;Теплоэнергопласт ОСТ 36-146-88 ВП
Опора 273- ВП- А1- ст.12Х18Н10Т ОСТ 36-146-88;3,4;то же 273-ВП-А1
325-ВП-А1;3,4;Теплоэнергопласт ОСТ 36-146-88 ВП
426-ВП-А1;3,4;Теплоэнергопласт ОСТ 36-146-88 ВП
530-ВП-А1;7,4;Теплоэнергопласт ОСТ 36-146-88 ВП
630-ВП-А1;7,4;Теплоэнергопласт ОСТ 36-146-88 ВП
820-ВП-А1;7,4;Теплоэнергопласт ОСТ 36-146-88 ВП
1020-ВП-А1;7,4;Теплоэнергопласт ОСТ 36-146-88 ВП
219-КН-А11;18,1;Теплоэнергопласт ОСТ 36-146-88 КН
219-КН-А12;40,7;Теплоэнергопласт ОСТ 36-146-88 КН
219-КН-А13;64,3;Теплоэнергопласт ОСТ 36-146-88 КН
