Название опоры;Вес, кг;Источник
Опора катковая пружинная 44 ОСТ 24.125.165-01;57,02;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 45 ОСТ 24.125.165-01;117,05;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 46 ОСТ 24.125.165-01;95,49;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 47 ОСТ 24.125.165-01;117,35;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 48 ОСТ 24.125.165-01;95,79;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 49 ОСТ 24.125.165-01;121,54;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 50 ОСТ 24.125.165-01;99,98;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 51 ОСТ 24.125.165-01;130,89;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 52 ОСТ 24.125.165-01;109,33;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 53 ОСТ 24.125.165-01;153,55;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 54 ОСТ 24.125.165-01;129,55;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 55 ОСТ 24.125.165-01;162,59;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 56 ОСТ 24.125.165-01;138,59;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 57 ОСТ 24.125.165-01;174,59;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 58 ОСТ 24.125.165-01;148,20;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 59 ОСТ 24.125.165-01;207,62;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 60 ОСТ 24.125.165-01;178,26;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 61 ОСТ 24.125.165-01;88,23;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 62 ОСТ 24.125.165-01;77,86;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 63 ОСТ 24.125.165-01;88,43;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 64 ОСТ 24.125.165-01;78,06;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 65 ОСТ 24.125.165-01;138,09;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 66 ОСТ 24.125.165-01;116,53;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 67 ОСТ 24.125.165-01;138,39;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 68 ОСТ 24.125.165-01;116,83;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 69 ОСТ 24.125.165-01;142,58;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 70 ОСТ 24.125.165-01;121,02;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 71 ОСТ 24.125.165-01;151,93;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 72 ОСТ 24.125.165-01;130,37;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 73 ОСТ 24.125.165-01;197,69;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 74 ОСТ 24.125.165-01;173,69;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 75 ОСТ 24.125.165-01;206,73;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 76 ОСТ 24.125.165-01;182,73;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 77 ОСТ 24.125.165-01;218,73;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 78 ОСТ 24.125.165-01;192,34;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 79 ОСТ 24.125.165-01;251,76;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 80 ОСТ 24.125.165-01;222,40;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 81 ОСТ 24.125.165-01;67,73;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 82 ОСТ 24.125.165-01;57,36;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 83 ОСТ 24.125.165-01;117,55;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 84 ОСТ 24.125.165-01;95,99;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 85 ОСТ 24.125.165-01;117,91;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 86 ОСТ 24.125.165-01;96,35;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 87 ОСТ 24.125.165-01;122,41;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 88 ОСТ 24.125.165-01;100,85;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 89 ОСТ 24.125.165-01;125,47;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 90 ОСТ 24.125.165-01;115,10;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 91 ОСТ 24.125.165-01;175,29;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 92 ОСТ 24.125.165-01;153,73;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 93 ОСТ 24.125.165-01;175,65;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 94 ОСТ 24.125.165-01;154,09;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 95 ОСТ 24.125.165-01;180,15;opora-trub.ru ОСТ 24.125.165-01
Опора катковая пружинная 96 ОСТ 24.125.165-01;158,59;opora-trub.ru ОСТ 24.125.165-01
