Название опоры;Вес, кг;Источник
муфта 14,7-705-ОСТ 34-10-739-93;2,4;opora-trub.ru ОСТ 34-10-739-93
14,7-705;2,4;ОСТ 34-10-739-93 тяги резьбовые с муфтой
