Название опоры;Вес, кг;Источник
Узел крепления подвески 01 ОСТ 24.125.101-01;2,33;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 02 ОСТ 24.125.101-01;2,43;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 03 ОСТ 24.125.101-01;2,73;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 04 ОСТ 24.125.101-01;3,83;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 05 ОСТ 24.125.101-01;4,47;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 06 ОСТ 24.125.101-01;4,50;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 07 ОСТ 24.125.101-01;4,87;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 08 ОСТ 24.125.101-01;5,32;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 09 ОСТ 24.125.101-01;8,53;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 10 ОСТ 24.125.101-01;8,98;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 11 ОСТ 24.125.101-01;12,13;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 12 ОСТ 24.125.101-01;12,58;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 13 ОСТ 24.125.101-01;13,49;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 14 ОСТ 24.125.101-01;12,73;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 15 ОСТ 24.125.101-01;13,18;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 16 ОСТ 24.125.101-01;14,09;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 17 ОСТ 24.125.101-01;15,99;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 18 ОСТ 24.125.101-01;16,23;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 19 ОСТ 24.125.101-01;16,68;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 20 ОСТ 24.125.101-01;17,59;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 21 ОСТ 24.125.101-01;18,99;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 22 ОСТ 24.125.101-01;18,08;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 23 ОСТ 24.125.101-01;18,99;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 24 ОСТ 24.125.101-01;20,39;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 25 ОСТ 24.125.101-01;24,58;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 26 ОСТ 24.125.101-01;16,23;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 27 ОСТ 24.125.101-01;16,68;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 28 ОСТ 24.125.101-01;42,29;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 29 ОСТ 24.125.101-01;43,69;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 30 ОСТ 24.125.101-01;46,08;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 31 ОСТ 24.125.101-01;17,33;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 32 ОСТ 24.125.101-01;17,78;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 33 ОСТ 24.125.101-01;18,69;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 34 ОСТ 24.125.101-01;46,09;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 35 ОСТ 24.125.101-01;48,48;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 36 ОСТ 24.125.101-01;60,81;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 37 ОСТ 24.125.101-01;18,13;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 38 ОСТ 24.125.101-01;18,58;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 39 ОСТ 24.125.101-01;19,49;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 40 ОСТ 24.125.101-01;48,49;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 41 ОСТ 24.125.101-01;50,88;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 42 ОСТ 24.125.101-01;63,21;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 43 ОСТ 24.125.101-01;50,29;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 44 ОСТ 24.125.101-01;51,69;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 45 ОСТ 24.125.101-01;54,08;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 46 ОСТ 24.125.101-01;66,41;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 47 ОСТ 24.125.101-01;55,59;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 48 ОСТ 24.125.101-01;56,99;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 49 ОСТ 24.125.101-01;59,38;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 50 ОСТ 24.125.101-01;71,71;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 51 ОСТ 24.125.101-01;71,81;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 52 ОСТ 24.125.101-01;71,29;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 53 ОСТ 24.125.101-01;73,68;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 54 ОСТ 24.125.101-01;82,71;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 55 ОСТ 24.125.101-01;82,81;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 56 ОСТ 24.125.101-01;104,29;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 57 ОСТ 24.125.101-01;106,68;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 58 ОСТ 24.125.101-01;115,71;opora-trub.ru ОСТ 24.125.101-01
Узел крепления подвески 59 ОСТ 24.125.101-01;115,81;opora-trub.ru ОСТ 24.125.101-01
