Название опоры;Вес, кг;Источник
1020У-63;118,0;ОПОРЫ-ЛЭП ОСТ 34-10-617-93
1020К-64;128,0;ОПОРЫ-ЛЭП ОСТ 34-10-617-93
1020У-65;126,0;ОПОРЫ-ЛЭП ОСТ 34-10-617-93
1020К-66;136,0;ОПОРЫ-ЛЭП ОСТ 34-10-617-93
1220У-67;174,0;ОПОРЫ-ЛЭП ОСТ 34-10-617-93
1220К-68;190,0;ОПОРЫ-ЛЭП ОСТ 34-10-617-93
1220У-69;184,0;ОПОРЫ-ЛЭП ОСТ 34-10-617-93
1220К-70;200,0;ОПОРЫ-ЛЭП ОСТ 34-10-617-93
1420У-71;189,0;ОПОРЫ-ЛЭП ОСТ 34-10-617-93
1420К-72;209,0;ОПОРЫ-ЛЭП ОСТ 34-10-617-93
1420У-73;199,0;ОПОРЫ-ЛЭП ОСТ 34-10-617-93
1420К-74;219,0;ОПОРЫ-ЛЭП ОСТ 34-10-617-93
1620У-75;260,0;ОПОРЫ-ЛЭП ОСТ 34-10-617-93
1620К-76;285,0;ОПОРЫ-ЛЭП ОСТ 34-10-617-93
1620У-77;272,0;ОПОРЫ-ЛЭП ОСТ 34-10-617-93
1620К-78;289,0;ОПОРЫ-ЛЭП ОСТ 34-10-617-93
